border,n,median,mean,win_rate,sortino
0,-5.7,-38.77969115910512,-36.36427839377673,2.6137463697967087,-0.8450634424323831
0,-5.6,-38.21149863942869,-35.7811884906991,2.6137463697967087,-0.842644379798837
0,-5.5,-37.64024601833521,-35.19246497672414,2.7105517909002903,-0.840143904639313
0,-5.4,-36.98555106651592,-34.59805963748177,2.7105517909002903,-0.8375575159963575
0,-5.3,-36.43189614242658,-33.997923918297424,2.904162633107454,-0.8348803980714797
0,-5.2,-35.8178570631528,-33.39200892218217,2.904162633107454,-0.8321074794330086
0,-5.1,-35.210723272415414,-32.780265407814035,2.904162633107454,-0.8292328833221937
0,-5.0,-34.53123512917333,-32.16264378751023,3.0009680542110355,-0.8262502353731652
0,-4.9,-33.8361764087536,-31.539094125190445,3.0009680542110355,-0.8231528448045462
0,-4.8,-33.18234679311496,-30.90956613433113,3.0009680542110355,-0.8199332212835857
0,-4.7,-32.56725689599591,-30.274009175910624,3.0009680542110355,-0.8165831067075361
0,-4.6,-31.92433138068508,-29.63237225634528,3.0977734753146176,-0.8130936741100504
0,-4.5,-31.237762475368136,-28.984604025416488,3.0977734753146176,-0.8094553273533241
0,-4.4,-30.47753186653155,-28.33065277418851,3.0977734753146176,-0.8056572514968794
0,-4.3,-29.82392072266049,-27.670466432917248,3.0977734753146176,-0.8016875332129098
0,-4.2,-29.25240256953554,-27.003992568949798,3.0977734753146176,-0.797533021499523
0,-4.1,-28.606437117579876,-26.331178384614734,3.0977734753146176,-0.7931791660332314
0,-4.0,-27.8673995450058,-25.651970715103335,3.0977734753146176,-0.7886098301144414
0,-3.9,-27.180532983016725,-24.966316026341392,3.0977734753146176,-0.7838070735379478
0,-3.8,-26.33340580406398,-24.27416041285184,3.0977734753146176,-0.7787508997409057
0,-3.7,-25.62357274253414,-23.575449595608095,3.0977734753146176,-0.7734189603711141
0,-3.6,-24.980422026621476,-22.870128919878034,3.0977734753146176,-0.767786208919405
0,-3.5,-24.312515667677893,-22.15814335305863,3.0977734753146176,-0.7618244931958328
0,-3.4,-23.686456601690374,-21.439437482501262,3.0977734753146176,-0.7555020741033402
0,-3.3,-22.99234905921993,-20.713955513327583,3.291384317521781,-0.7487840258569012
0,-3.2,-22.334543138391382,-19.981641266236032,3.291384317521781,-0.741631885464975
0,-3.1,-21.733203668882194,-19.24243817529879,3.291384317521781,-0.734000089694689
0,-3.0,-21.05296500448063,-18.49628928574944,3.3881897386253628,-0.7258365600118899
0,-2.9,-20.41602485085211,-17.74313725176098,3.3881897386253628,-0.7170820374090288
0,-2.8,-19.745118487936665,-16.982924334214385,3.3881897386253628,-0.7076682738199351
0,-2.7,-19.090251494450516,-16.21559239845765,3.6786060019361084,-0.6975163868864861
0,-2.6,-18.431356654792243,-15.441082912055226,3.8722168441432716,-0.6865365381129612
0,-2.5,-17.646784790334603,-14.659336942527895,3.8722168441432716,-0.67462509596371
0,-2.4,-16.906556222268478,-13.87029515508302,4.065827686350436,-0.6616591687567211
0,-2.3,-16.139710832896036,-13.073897810335158,4.259438528557599,-0.6474934057422818
0,-2.2,-15.394979643296603,-12.270084762017,4.646660212971927,-0.6319587713013867
0,-2.1,-14.64545398279279,-11.458795454680622,5.033881897386254,-0.6148604987525054
0,-2.0,-13.82952356565913,-10.639968921389073,5.227492739593417,-0.5959592494797836
0,-1.9,-13.09449663508504,-9.813543781398124,6.001936108422071,-0.5749666689352266
0,-1.8,-12.255808272454683,-8.979458237828357,6.485963213939981,-0.5515371773414126
0,-1.7,-11.528732516014772,-8.137650075327397,7.066795740561471,-0.5252517172051516
