strategy,S&P500
-11.52077956,-3.067195994
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
1.4170191,-3.042971386
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
10.15475322,-3.00956951
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
-5.560318912,-2.995445002
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
4.331749658,-2.982588311
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-1.689525678,-2.978547691
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-0.982828017,-2.927019123
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
-2.81104259,-2.892832327
8.257257655,-2.799825945
8.257257655,-2.799825945
8.257257655,-2.799825945
8.257257655,-2.799825945
8.257257655,-2.799825945
