border,n,median,mean,win_rate,sortino,,,,n,win_rate,median,win_rate2,tot_win:,median2,tot_med,,,n,median,median2
0,5.3,-23.35187361,-28.13698334,4.937076476,-0.767871889,,,,5.3,4.937076476,-23.35187361,100,104.9370765,59.09244487,35.74057126,,,5.3,-23.35187361,59.09244487
0,5.4,-23.7811958,-28.58582716,4.35624395,-0.770486982,,,,5.4,4.35624395,-23.7811958,100,104.356244,60.33462568,36.55342988,,,5.4,-23.7811958,60.33462568
0,5.5,-24.23250957,-29.03079111,4.35624395,-0.773038588,,,,5.5,4.35624395,-24.23250957,100,104.356244,61.68440437,37.4518948,,,5.5,-24.23250957,61.68440437
0,5.6,-24.66323179,-29.47192424,4.35624395,-0.775529467,,,,5.6,4.35624395,-24.66323179,100,104.356244,62.93420022,38.27096843,,,5.6,-24.66323179,62.93420022
0,5.7,-25.10135278,-29.90927488,4.35624395,-0.7779622,,,,5.7,4.35624395,-25.10135278,100,104.356244,64.24950387,39.14815109,,,5.7,-25.10135278,64.24950387
0,5.8,-25.52211032,-30.3428906,3.969022265,-0.780339188,,,,5.8,3.969022265,-25.52211032,100,103.9690223,65.57364657,40.05153625,,,5.8,-25.52211032,65.57364657
0,5.9,-25.91024882,-30.77281828,3.678606002,-0.782662506,,,,5.9,3.678606002,-25.91024882,100,103.678606,66.74900787,40.83875905,,,5.9,-25.91024882,66.74900787
0,6,-26.28713773,-31.1991041,3.581800581,-0.784934171,,,,6,3.581800581,-26.28713773,100,103.5818006,67.90933655,41.62219882,,,6,-26.28713773,67.90933655
0,6.1,-26.6772224,-31.62179353,3.581800581,-0.78715617,,,,6.1,3.581800581,-26.6772224,100,103.5818006,69.30984193,42.63261953,,,6.1,-26.6772224,69.30984193
0,6.2,-27.08549846,-32.04093136,3.291384318,-0.789330368,,,,6.2,3.291384318,-27.08549846,100,103.2913843,70.77651486,43.6910164,,,6.2,-27.08549846,70.77651486
0,6.3,-27.47444885,-32.45656172,2.904162633,-0.791458519,,,,6.3,2.904162633,-27.47444885,100,102.9041626,72.05878313,44.58433428,,,6.3,-27.47444885,72.05878313
0,6.4,-27.88514598,-32.86872807,2.226524685,-0.793542268,,,,6.4,2.226524685,-27.88514598,100,102.2265247,73.41769749,45.53255151,,,6.4,-27.88514598,73.41769749
0,6.5,-28.32953822,-33.27747323,2.032913843,-0.795583155,,,,6.5,2.032913843,-28.32953822,100,102.0329138,74.8180143,46.48847608,,,6.5,-28.32953822,74.8180143
0,6.6,-28.7807219,-33.68283937,1.936108422,-0.797582623,,,,6.6,1.936108422,-28.7807219,100,101.9361084,76.22635335,47.44563145,,,6.6,-28.7807219,76.22635335
0,6.7,-29.20712356,-34.08486803,1.936108422,-0.799542056,,,,6.7,1.936108422,-29.20712356,100,101.9361084,77.64274661,48.43562305,,,6.7,-29.20712356,77.64274661
0,6.8,-29.67755433,-34.48360015,1.839303001,-0.801462786,,,,6.8,1.839303001,-29.67755433,100,101.839303,79.05901927,49.38146494,,,6.8,-29.67755433,79.05901927
0,6.9,-30.12321138,-34.87907602,1.839303001,-0.803346078,,,,6.9,1.839303001,-30.12321138,100,101.839303,80.37033323,50.24712185,,,6.9,-30.12321138,80.37033323
0,7,-30.5670345,-35.27133538,1.839303001,-0.805193132,,,,7,1.839303001,-30.5670345,100,101.839303,81.68848055,51.12144605,,,7,-30.5670345,81.68848055
0,7.1,-31.00902784,-35.66041734,1.839303001,-0.807005093,,,,7.1,1.839303001,-31.00902784,100,101.839303,83.01348401,52.00445617,,,7.1,-31.00902784,83.01348401
0,7.2,-31.46573987,-36.04636045,1.74249758,-0.808783047,,,,7.2,1.74249758,-31.46573987,100,101.7424976,84.34536644,52.87962657,,,7.2,-31.46573987,84.34536644
0,7.3,-31.93099985,-36.42920268,1.645692159,-0.810528003,,,,7.3,1.645692159,-31.93099985,100,101.6456922,85.68415073,53.75315088,,,7.3,-31.93099985,85.68415073
0,7.4,-32.33259724,-36.80898143,1.645692159,-0.812240706,,,,7.4,1.645692159,-32.33259724,100,101.6456922,87.02985979,54.69726255,,,7.4,-32.33259724,87.02985979
0,7.5,-32.75878595,-37.18573357,1.645692159,-0.813922058,,,,7.5,1.645692159,-32.75878595,100,101.6456922,88.3825166,55.62373065,,,7.5,-32.75878595,88.3825166
0,7.6,-33.19169228,-37.55949541,1.645692159,-0.815572985,,,,7.6,1.645692159,-33.19169228,100,101.6456922,89.74214415,56.55045187,,,7.6,-33.19169228,89.74214415
0,7.7,-33.62279356,-37.93030271,1.645692159,-0.817194368,,,,7.7,1.645692159,-33.62279356,100,101.6456922,91.1087655,57.48597194,,,7.7,-33.62279356,91.1087655
0,7.8,-34.05209392,-38.29819074,1.645692159,-0.818787054,,,,7.8,1.645692159,-34.05209392,100,101.6456922,92.68752938,58.63543546,,,7.8,-34.05209392,92.68752938
0,7.9,-34.47959744,-38.66319422,1.645692159,-0.820351851,,,,7.9,1.645692159,-34.47959744,100,101.6456922,94.32064218,59.84104474,,,7.9,-34.47959744,94.32064218
0,8,-34.90530825,-39.02534736,1.645692159,-0.821889533,,,,8,1.645692159,-34.90530825,100,101.6456922,95.72015174,60.81484349,,,8,-34.90530825,95.72015174
0,8.1,-35.32923043,-39.3846839,1.645692159,-0.823400843,,,,8.1,1.645692159,-35.32923043,100,101.6456922,97.12756455,61.79833412,,,8.1,-35.32923043,97.12756455
0,8.2,-35.75136808,-39.74123704,1.645692159,-0.824886492,,,,8.2,1.645692159,-35.75136808,100,101.6456922,98.54291179,62.79154371,,,8.2,-35.75136808,98.54291179
0,8.3,-36.1717253,-40.09503954,1.645692159,-0.826347165,,,,8.3,1.645692159,-36.1717253,100,101.6456922,99.8824771,63.7107518,,,8.3,-36.1717253,99.8824771
0,8.4,-36.59030617,-40.44612366,1.645692159,-0.827783517,,,,8.4,1.645692159,-36.59030617,100,101.6456922,101.1348233,64.54451714,,,8.4,-36.59030617,101.1348233
0,8.5,-37.00711477,-40.79452118,1.645692159,-0.82919618,,,,8.5,1.645692159,-37.00711477,100,101.6456922,102.3938691,65.38675435,,,8.5,-37.00711477,102.3938691
0,8.6,-37.42215519,-41.14026344,1.645692159,-0.830585761,,,,8.6,1.645692159,-37.42215519,100,101.6456922,103.7269054,66.30475017,,,8.6,-37.42215519,103.7269054
0,8.7,-37.75242071,-41.48338131,1.645692159,-0.831952844,,,,8.7,1.645692159,-37.75242071,100,101.6456922,105.1647427,67.412322,,,8.7,-37.75242071,105.1647427
0,8.8,-38.15062895,-41.82390521,1.548886738,-0.833297991,,,,8.8,1.548886738,-38.15062895,100,101.5488867,106.6098305,68.45920151,,,8.8,-38.15062895,106.6098305
0,8.9,-38.57590683,-42.16186514,1.548886738,-0.834621744,,,,8.9,1.548886738,-38.57590683,100,101.5488867,108.0621922,69.48628535,,,8.9,-38.57590683,108.0621922
0,9,-39.0529955,-42.49729066,1.548886738,-0.835924625,,,,9,1.548886738,-39.0529955,100,101.5488867,109.7125684,70.65957294,,,9,-39.0529955,109.7125684
0,9.1,-39.47097707,-42.83021089,1.548886738,-0.837207138,,,,9.1,1.548886738,-39.47097707,100,101.5488867,111.3885793,71.91760219,,,9.1,-39.47097707,111.3885793
0,9.2,-39.87549386,-43.16065454,1.548886738,-0.838469767,,,,9.2,1.548886738,-39.87549386,100,101.5488867,113.0744378,73.1989439,,,9.2,-39.87549386,113.0744378
0,9.3,-40.25396725,-43.48864991,1.548886738,-0.839712983,,,,9.3,1.548886738,-40.25396725,100,101.5488867,114.6443946,74.39042734,,,9.3,-40.25396725,114.6443946
0,9.4,-40.61306002,-43.8142249,1.548886738,-0.840937237,,,,9.4,1.548886738,-40.61306002,100,101.5488867,116.1574137,75.54435372,,,9.4,-40.61306002,116.1574137
0,9.5,-41.0043886,-44.137407,1.548886738,-0.842142966,,,,9.5,1.548886738,-41.0043886,100,101.5488867,117.6787794,76.67439077,,,9.5,-41.0043886,117.6787794
0,9.6,-41.35856668,-44.45822333,1.548886738,-0.843330592,,,,9.6,1.548886738,-41.35856668,100,101.5488867,119.2085237,77.84995699,,,9.6,-41.35856668,119.2085237
0,9.7,-41.76610965,-44.77670059,1.548886738,-0.844500524,,,,9.7,1.548886738,-41.76610965,100,101.5488867,120.7466789,78.9805693,,,9.7,-41.76610965,120.7466789
0,9.8,-42.24890982,-45.09286512,1.548886738,-0.845653156,,,,9.8,1.548886738,-42.24890982,100,101.5488867,122.2932776,80.04436775,,,9.8,-42.24890982,122.2932776
0,9.9,-42.6586256,-45.40674291,1.548886738,-0.846788868,,,,9.9,1.548886738,-42.6586256,100,101.5488867,123.8725267,81.21390107,,,9.9,-42.6586256,123.8725267
