,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BKNG,BKR,BLDR,BLK,BMY,BNY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAH,CARR,CASY,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COHR,COIN,COO,COP,COR,COST,CPAY,CPRT,CPT,CRH,CRL,CRM,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECHO,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FDXF,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FLEX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HON,HONA,HOOD,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBKR,IBM,ICE,IDXX,IEX,IFF,INCY,INTC,INTU,INVH,IP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JBL,JCI,JKHY,JNJ,JPM,KDP,KEY,KEYS,KHC,KIM,KKR,KLAC,KMB,KMI,KO,KR,KVUE,L,LDOS,LEN,LH,LHX,LII,LIN,LITE,LLY,LMT,LNT,LOW,LRCX,LULU,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MKC,MLM,MMM,MNST,MO,MOS,MPC,MPWR,MRK,MRNA,MRSH,MRVL,MS,MSCI,MSFT,MSI,MTB,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OTIS,OXY,PANW,PAYX,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PLTR,PM,PNC,PNR,PNW,PODD,PPG,PPL,PRU,PSA,PSKY,PSX,PTC,PWR,PYPL,Q,QCOM,RCL,REG,REGN,RF,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SHW,SJM,SLB,SMCI,SNA,SNDK,SNPS,SO,SOLV,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SW,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TGT,TJX,TKO,TMO,TMUS,TPL,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTD,TTWO,TXN,TXT,TYL,UAL,UBER,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VEEV,VICI,VLO,VLTO,VMC,VRSK,VRSN,VRT,VRTX,VST,VTR,VTRS,VZ,WAB,WAT,WBD,WDAY,WDC,WEC,WELL,WFC,WM,WMB,WMT,WRB,WSM,WST,WTW,WY,WYNN,XEL,XOM,XYL,XYZ,YUM,ZBH,ZBRA,ZTS
A,0.0,0.0,0.0,0.0,0.0,0.0,0.005812492041158443,0.01163445637948921,0.0,0.0,0.0,0.016044996153744082,0.0,0.0,0.0,0.0,0.0008858252889987981,0.0,0.0,0.0,0.021811035453545104,0.00020366434354693257,0.0,-0.0,0.0,-0.0,0.003823150486768069,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0031574155470311892,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0015987591737791182,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031699784752948655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014948465930140997,0.0044825607638452475,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014302620550242652,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.00366453265613069,0.0,0.0,0.0,0.0,0.0,-0.0,0.02485924343424104,0.0,0.0,0.0,0.0,0.0028864349591654513,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008382598969756641,0.012421290778231725,0.01595495262420196,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.025914482485901467,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.03403392108901683,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0035389927926079653,0.0,0.0,0.0,0.0,0.010072299775187152,0.005696227223807079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005109588483592034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0012524490484298193,0.0,0.0,0.0,0.0,0.0009491893472468395,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01578682811856237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.005620493017226475,0.0,0.0,0.0,0.0,0.0,0.010622109436366317,0.0,0.015960571780086183,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.004645088103739413,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.012422851726388313,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007287156205087919,0.0,0.0,0.0,0.0,0.10822855395528598,0.008464195691568937,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0076355871543049535,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.038672883615632446,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.005551728655312362,0.0,0.0,0.002664445460968712,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0003614173692615102,-0.0,0.0036078934938935437,0.0,0.015534120508775937,0.0,0.0,0.02523973795456055,0.0,0.0,0.0,0.0,0.0,0.11210098360482483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.004212742732041793,0.0,0.0,0.0,0.0,0.007132082372455209,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.04287026762394974,0.013272529713991564,0.006071099657364638,0.0,0.0,0.0,0.0,0.13777283661274575,0.008578191240215853,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.006592704091985354,-0.0,0.0,0.03289972807883286,0.006431522873700101,0.0019362632356130674,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0016595444025155842,0.0,0.0,0.12151020704093303,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.005580876868793723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
AAPL,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.012428221746207913,-0.0,0.004378385002297245,-0.01356777411317517,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.005911759488789737,0.0,0.0,-0.0,0.0,0.053120291410994364,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.030839837623499126,0.0,0.0,0.005984153032582313,0.0,0.0,0.0,0.0,0.0,-0.0,0.0058606379990082,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0005993741731351554,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.009374879447165895,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.01669469846332469,-0.004032825458804048,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0131241353585376,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0014206596874736007,-0.0,0.0,-0.0,-0.0,-0.0,0.0016812869578734053,0.0,0.02537770741248892,-0.0,0.0,0.0,0.018492601266234473,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.030858554511933544,0.011244037500665773,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.002354855864411884,-0.0,0.008991888437989454,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.02340144428821836,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.00010653784318603265,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.005410217906383288,-0.0,-0.0,-0.0,0.0,0.003075719529619341,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00020315970151225333,-0.002765458841558315,0.0,0.17995423552009526,0.0,-0.0,0.0,0.012733361195957056,0.0,0.0,-0.0,0.0,-0.001103174540308364,-0.0,0.0,-0.011093718549414459,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.013952608285746508,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.020942446237965304,0.0,-0.0,0.0,-0.0,0.01363004590207717,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0277947558224257,-0.0,0.0,0.0,0.0,-0.0,0.01627685469246775,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.036512437106641295,-0.0,0.0,0.0,0.0,0.01805042208003724,0.0043949701464165445,-0.0,0.0061857316689481,-0.0,-0.0,0.03879110043342612,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.008783777548047893,0.0,0.0,0.0,0.0,0.004244292480121564,0.0,0.0,-0.004018340525537453,0.0,-0.0,0.0,-0.0,0.0020242174292040313,0.0,0.0,0.064479694985175,0.0,-0.0,0.0,-0.0,-0.0,0.00247210480524693,0.0,-0.0,-0.0,0.005060700906000958,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.04040176947084925,0.0,0.0,0.014723497313669755,0.0,-0.0,-0.0,-0.0031827518070446504,-0.0,-0.0,0.0,-0.009807440374388882,-0.0,0.04381278033979288,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.004002669710971391,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.02334864872592767,0.0,0.0445745427239046,-0.0,-0.0,0.0006136513426857762,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.036093103744640184,0.0,-0.0,-0.0,0.0,0.0,0.0011411779193644918,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.06497132846133184,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.002438101618668349,-0.0,-0.0,-0.0,0.0,-0.0,0.008104598774287017,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0016145093243796172,-0.0,-0.0,-0.0,0.0,0.020023250830443432,0.0,-0.0,-0.004678346612041363,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.006937139156846706,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
ABBV,0.0,-0.0,0.0,-0.0,0.04199639974829431,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.022677402461557673,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.13826334494428077,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.00971551340953689,0.0,-0.0,0.0,0.0,0.11581286240633284,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0052471770205735875,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0003544657652390168,0.003409792987521544,0.0009675696204660382,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.010638488234724833,0.0,0.0,0.009011076989211227,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.005021427101394308,0.011093292272425698,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.009401522728105915,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0033406858365246012,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.03304584414883706,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.004795082690480812,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0015560768637595042,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.04274283256089453,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0011884149256040472,0.005782714803267559,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.009705494217216191,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0668498436282109,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006789444018969719,0.0,0.0,0.0005535038199443592,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.05899608512516731,-0.003987529680839269,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.003068341107511848,-0.0,0.0,0.0,-0.004480645935465475,7.535941629244993e-05,-0.0,0.0,-0.0,0.0012699477132826094,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.002305804662649149,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09671547329266864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008624595505474224,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.01606132126384501,0.0,0.0,0.0,0.016691386072290818,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0076712505098143376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.019493764352928173,0.0,0.0,0.0,0.0034310624947367597,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.011297284396354686,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.02406967254766874,0.0,-0.0,-0.0,-0.0,-0.0,0.008623551819759663,-0.0,0.0,0.02023925597802033,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.018971308538504428,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.029982683207218554,0.0,0.017976454976443602
ABNB,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06672278702698818,0.0,-0.0,-0.0,0.0,0.0,0.001928349163735703,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.10097623132512543,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.003082229136897,-0.0,0.0,-0.0,0.0,0.1929070962708851,-0.0,0.04465601568054247,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.008784710368071937,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.15718033819042224,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.00026744526162047284,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.01925256732304984,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.012596507790294153,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.00856979049463141,0.0,0.002056563796599361,0.0,-0.0,0.08701751491576629,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.029942015680162214,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.04549527367270728,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.07750686991730128,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0209852900765767,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.03175595970453602,-0.0,-0.0,-0.0,-0.023067473893338433,0.0,-0.0,-0.0,-0.0,-0.0,0.06215516666263004,0.0,-0.0,-0.0,0.005193847197450903,0.0,0.0,0.01120686965905683,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.017326085441600574,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.004867092829179763,-0.0,-0.0,0.03150425985648773,0.0,0.0,-0.0,0.0,0.0,0.012681427670208897,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.013549464802993951,0.0,0.0,-0.0,-0.0,-0.0,0.009045668663547076,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
